C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\center_2017_10_25_21_08_15_503.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\left_2017_10_25_21_08_15_503.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\right_2017_10_25_21_08_15_503.jpg,0,0,0,2.919501E-05
C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\center_2017_10_25_21_08_15_573.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\left_2017_10_25_21_08_15_573.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\right_2017_10_25_21_08_15_573.jpg,0,0,0,4.997976E-05
C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\center_2017_10_25_21_08_15_643.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\left_2017_10_25_21_08_15_643.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\right_2017_10_25_21_08_15_643.jpg,0,0,0,1.20538E-05
C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\center_2017_10_25_21_08_15_711.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\left_2017_10_25_21_08_15_711.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\right_2017_10_25_21_08_15_711.jpg,0,0,0,7.614814E-05
C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\center_2017_10_25_21_08_15_781.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\left_2017_10_25_21_08_15_781.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\right_2017_10_25_21_08_15_781.jpg,0,0,0,9.204826E-05
C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\center_2017_10_25_21_08_15_849.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\left_2017_10_25_21_08_15_849.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\right_2017_10_25_21_08_15_849.jpg,0,0,0,0.0001073841
C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\center_2017_10_25_21_08_15_919.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\left_2017_10_25_21_08_15_919.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\right_2017_10_25_21_08_15_919.jpg,0,0,0,0.0001159673
C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\center_2017_10_25_21_08_15_990.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\left_2017_10_25_21_08_15_990.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\right_2017_10_25_21_08_15_990.jpg,0,0,0,0.0001115761
C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\center_2017_10_25_21_08_16_060.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\left_2017_10_25_21_08_16_060.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\right_2017_10_25_21_08_16_060.jpg,0,0,0,0.0002568505
C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\center_2017_10_25_21_08_16_128.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\left_2017_10_25_21_08_16_128.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\right_2017_10_25_21_08_16_128.jpg,0,0,0,0.0002852255
C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\center_2017_10_25_21_08_16_197.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\left_2017_10_25_21_08_16_197.jpg,C:\Users\robin\Desktop\Git\Self-Driving-Simulation\IMG\right_2017_10_25_21_08_16_197.jpg,0,0.2077296,0,0.01641405
